199,2.0,-84.95140838623047,9.999999747378752e-05,3.0,2.0,2.0,41.329863145187865,-159.74257020292941,3.0
199,2.0,-1.965384602546692,54.40010070800781,2.0,4.0,15.0,8.023073963993115,86.48850237125268,3.0
199,2.0,56.42500686645508,23.450098037719727,2.0,1.0,12.0,95.93787327149613,16.556178952076387,3.0
199,2.0,15.829408645629883,42.000099182128906,2.0,1.0,12.0,41.31198137895267,6.393021809583929,3.0
199,2.0,0.3625684082508087,42.000099182128906,2.0,2.0,12.0,10.031952778518866,153.02827736789737,2.0
199,2.0,50.91346740722656,23.450098037719727,1.0,2.0,12.0,17.772536528775746,-6.49384002810698,3.0
199,2.0,36.71078109741211,23.450098037719727,1.0,2.0,12.0,142.68678815693812,-29.724439064866633,3.0
199,2.0,-12.483214378356934,42.000099182128906,3.0,3.0,12.0,22.5779972076416,180.0,3.0
199,2.0,-45.26091384887695,23.450098037719727,1.0,3.0,12.0,5.012413206400533,162.34732409196235,3.0
199,2.0,-86.46879577636719,-33.24989700317383,2.0,4.0,12.0,12.584356713731863,-163.35632200225228,3.0
199,2.0,49.20851516723633,9.999999747378752e-05,4.0,3.0,7.0,17.3260465484753,176.32135867914636,2.0
199,2.0,47.977928161621094,23.450098037719727,2.0,4.0,12.0,4.99861342139654,-9.906972405181062,2.0
199,2.0,-44.3343391418457,0.0028750000055879354,3.0,3.0,18.0,7.3932944566144885,-0.9648237076137371,3.0
199,2.0,36.93699264526367,0.0028750000055879354,2.0,3.0,18.0,59.01072883605957,0.0,3.0
199,2.0,44.489715576171875,27.20009994506836,2.0,4.0,1.0,27.284828455940232,85.4808108333798,2.0
199,2.0,-10.144694328308105,0.0028750000055879354,1.0,4.0,18.0,7.095459938049316,0.0,1.0
199,2.0,55.419559478759766,9.999999747378752e-05,3.0,2.0,12.0,68.49800205230713,0.0,3.0
199,2.0,41.257015228271484,27.20009994506836,4.0,4.0,1.0,72.689679508866,134.5329189307577,3.0
199,2.0,-18.3469181060791,54.40010070800781,2.0,2.0,12.0,50.846320441345334,147.6597973019617,3.0
199,2.0,-47.204341888427734,27.20009994506836,2.0,3.0,12.0,12.783191680908203,180.0,3.0
199,2.0,-28.65509796142578,27.20009994506836,2.0,3.0,15.0,24.632850964652405,-20.274843149753984,3.0
199,2.0,-11.951922416687012,54.40010070800781,2.0,3.0,12.0,13.597646429833752,26.890316738989032,2.0
199,2.0,53.90290069580078,25.000099182128906,3.0,3.0,7.0,53.25702259429593,27.996760843739175,3.0
199,2.0,-49.32032012939453,16.125099182128906,2.0,4.0,7.0,23.261474812872102,136.12503432272268,1.0
199,2.0,-37.980621337890625,9.999999747378752e-05,3.0,1.0,15.0,59.92235818114758,18.00913829158204,3.0
199,2.0,-66.83377838134766,9.999999747378752e-05,2.0,1.0,15.0,16.12276840209961,180.0,3.0
199,2.0,70.20213317871094,9.999999747378752e-05,2.0,3.0,15.0,29.62347412109375,0.0,3.0
199,2.0,-21.7193660736084,19.875099182128906,2.0,3.0,7.0,5.46421837298776,-1.9693635969471204,1.0
199,2.0,33.35791778564453,9.999999747378752e-05,2.0,4.0,15.0,7.598381042480469,180.0,3.0
199,2.0,-22.961280822753906,12.74480152130127,2.0,2.0,7.0,13.606196321495219,110.53147068313365,2.0
199,2.0,74.12480926513672,0.008899999782443047,2.0,3.0,15.0,24.521808772448892,-10.066026596225132,1.0
199,2.0,5.657955169677734,0.0028750000055879354,3.0,2.0,7.0,6.949185371398926,180.0,4.0
199,2.0,47.030242919921875,30.242599487304688,4.0,4.0,15.0,54.90130649498041,33.4144865321565,3.0
199,2.0,-49.43903350830078,30.14219856262207,3.0,4.0,15.0,67.43322281459116,160.64143353634032,3.0
199,2.0,22.321847915649414,0.008899999782443047,3.0,4.0,15.0,33.70683288574219,0.0,3.0
199,2.0,-74.08163452148438,9.999999747378752e-05,3.0,1.0,7.0,45.490739822387695,180.0,3.0
199,2.0,87.6379165649414,9.999999747378752e-05,3.0,4.0,7.0,42.125431060791016,0.0,2.0
199,2.0,20.901309967041016,9.999999747378752e-05,2.0,2.0,7.0,7.052011489868164,0.0,2.0
199,2.0,-25.59058952331543,24.208431243896484,1.0,3.0,7.0,12.896839605891131,64.92381676800083,1.0
199,2.0,30.12238883972168,5.468850135803223,4.0,4.0,7.0,6.744773500135841,41.49464642349268,1.0
199,2.0,-25.46662712097168,16.517230987548828,2.0,3.0,7.0,18.085744545303136,114.06063255892589,1.0
199,2.0,-34.87504959106445,0.0028750000055879354,2.0,3.0,7.0,7.3900146484375,180.0,1.0
199,2.0,36.56724166870117,9.999999747378752e-05,2.0,3.0,7.0,7.377223968505859,180.0,1.0
199,2.0,42.46843338012695,9.999999747378752e-05,4.0,3.0,15.0,58.25238616427679,-1.573923167128825,3.0
199,2.0,-32.930450439453125,9.999999747378752e-05,3.0,3.0,1.0,6.518695831298828,180.0,3.0
199,2.0,50.94780731201172,9.999999747378752e-05,3.0,3.0,1.0,10.954833984375,0.0,3.0
199,2.0,26.441829681396484,27.20009994506836,3.0,3.0,1.0,14.685310363769531,180.0,1.0
199,2.0,9.360105514526367,42.000099182128906,4.0,2.0,18.0,17.460286190580874,57.95576399508552,3.0
199,2.0,13.166694641113281,9.999999747378752e-05,3.0,2.0,18.0,16.859346875092907,-4.814481446071421,3.0
199,2.0,6.085856914520264,42.000099182128906,3.0,2.0,18.0,13.517104076636572,15.886202307593605,3.0
